	EntryID	Headword	Hypernym	Author
6444	d2e3692626Meyers-1905	Trichophyton	Trichophyton tonsurans	Malmst
6445	d2e3692626Meyers-1905	Trichophyton	Trichophyton plicae polonicae	Günsbg
6446	d2e3693799Meyers-1905	Trier [2]	Augusta	Treverorum
6447	d2e3694766Meyers-1905	Trigonella	Trigonella Foenum graecum	L
6448	d2e3694766Meyers-1905	Trigonella	Trigonella suavissima	Lindl
6449	d2e3697293Meyers-1905	Triodĭa	Triodĭa decumbens	Beauv
6450	d2e3697293Meyers-1905	Triodĭa	Brown	, 
6451	d2e3697293Meyers-1905	Triodĭa	Triodĭa irritans	Brown
6452	d2e3699106Meyers-1905	Trisētum	Trisētum flavescens	L
6453	d2e3699582Meyers-1905	Tritĭcum	A. triticoides	Lk
6454	d2e3699582Meyers-1905	Tritĭcum	A. speltaeformis	Jord
6455	d2e3699582Meyers-1905	Tritĭcum	A. cylindrica	Host
6456	d2e3699681Meyers-1905	Tritōma	Kniphofia	Mönch
6457	d2e3699681Meyers-1905	Tritōma	Tritōma (Kniphofia) uvaria	Gawl
6458	d2e3699802Meyers-1905	Tritonshörner	Tritonium nodiferum	
6459	d2e3699802Meyers-1905	Tritonshörner	Tritoniidae Tritonis	Cuv
6460	d2e3702516Meyers-1905	Trollĭus	Trollĭus europaeus	L
6461	d2e3702516Meyers-1905	Trollĭus	Trollĭus asiaticus	L
6462	d2e3702968Meyers-1905	Trommelfisch	Pogonias chromis	C. V
6463	d2e3703602Meyers-1905	Trompetervögel	Psophia crepitans	L
6464	d2e3703843Meyers-1905	Tropaeŏlum	Tropaeŏlum majus	L
6465	d2e3703843Meyers-1905	Tropaeŏlum	Tropaeŏlum minus	
6468	d2e3703843Meyers-1905	Tropaeŏlum	Tropaeŏlum Lobbianum	Paxt
6469	d2e3703843Meyers-1905	Tropaeŏlum	Tropaeŏlum pentaphyllum	Lam
6470	d2e3703843Meyers-1905	Tropaeŏlum	Tropaeŏlum aduncum	Lm
6471	d2e3703843Meyers-1905	Tropaeŏlum	Tropaeŏlum peregrinum	Jacq
6472	d2e3704685Meyers-1905	Trōpikvogel	Phaëtontidae aethereus	L
6473	d2e3706427Meyers-1905	Trüffel	Choiromyces	Vittad
6474	d2e3706427Meyers-1905	Trüffel	Terfezia	Tul
6475	d2e3706427Meyers-1905	Trüffel	Choiromyces maeandriformis	Vittad
6476	d2e3706427Meyers-1905	Trüffel	Terfezia leonis	Tul
6478	d2e3706427Meyers-1905	Trüffel	Tuber melanospocum	
6479	d2e3706427Meyers-1905	Trüffel	Choiromyces maeandriformis	Vittad
6480	d2e3706427Meyers-1905	Trüffel	Tuber album	
6481	d2e3706427Meyers-1905	Trüffel	Rhizopogon albus	Fr
6482	d2e3706427Meyers-1905	Trüffel	Rhizopogon rubescens	Tul
6483	d2e3706427Meyers-1905	Trüffel	Scleroderma vulgare	Fr
6484	d2e3707451Meyers-1905	Trupĭal	Icteridae Baltimore	L
6485	d2e3707955Meyers-1905	Truthuhn	Meleagris Gallopavo	L
6486	d2e3714183Meyers-1905	Tsuga	Tsuga canadensis	Carr
6487	d2e3716663Meyers-1905	Tukan [1]	Ramphastus Toco	L
6488	d2e3716663Meyers-1905	Tukan [1]	Ramphastus Temminckii	Wagl
6489	d2e3717102Meyers-1905	Tulĭpa	Tulĭpa suaveolens	
6490	d2e3717102Meyers-1905	Tulĭpa	Tulĭpa praecox	Tenore
6491	d2e3717102Meyers-1905	Tulĭpa	Tenore turcica	W
6492	d2e3717102Meyers-1905	Tulĭpa	Tulĭpa Greigii	Rgl
6493	d2e3719852Meyers-1905	Turāko	Turacus cristatus	Cuv
6494	d2e3719852Meyers-1905	Turāko	Corythaeolus gigas	
6495	d2e3721593Meyers-1905	Türkische Sprache und Literatur	Lata'if-i	Chodscha Nassreddin Efendi
6497	d2e3724471Meyers-1905	Turnĕra	Turnĕra diffusa	Willd
6498	d2e3724471Meyers-1905	Turnĕra	aphrodisiaca	Urb
6499	d2e3726372Meyers-1905	Tussilāgo	Tourn Farfara	L
6500	d2e3728316Meyers-1905	Typha	Typha latifolia	L
6501	d2e3728316Meyers-1905	Typha	Typha angustifolia	L
6502	d2e3734335Meyers-1905	Uferfliege	Perlidae bicaudata	L
6503	d2e3734443Meyers-1905	Uferschnepfe	Limosa limosa	L
6504	d2e3734443Meyers-1905	Uferschnepfe	L aegocephala	
6505	d2e3734443Meyers-1905	Uferschnepfe	Limosa lapponica	L
6506	d2e3737188Meyers-1905	Ulex	Ulex europaeus	L
6507	d2e3737610Meyers-1905	Ullmannĭa	Ullmannĭa Bronni	Göpp
6508	d2e3737730Meyers-1905	Ullūcus	Basella	H
6509	d2e3737730Meyers-1905	Ullūcus	Melloca	
6510	d2e3737730Meyers-1905	Ullūcus	Ullūcus tuberosus	Loz
6511	d2e3737869Meyers-1905	Ulmarĭa	Ulmarĭa palustris	
6512	d2e3737869Meyers-1905	Ulmarĭa	Spiraea ulmaria	L
6513	d2e3737869Meyers-1905	Ulmarĭa	Ulmarĭa filipendula	L
6514	d2e3737869Meyers-1905	Ulmarĭa	Spiraea filipendula	J. Hill
6515	d2e3741504Meyers-1905	Uncinŭla	Erysiphe	Wallr
6516	d2e3741504Meyers-1905	Uncinŭla	Uncinŭla Aceris	DC
6517	d2e3741504Meyers-1905	Uncinŭla	Uncinŭla adunca	Lév
6521	d2e3754645Meyers-1905	Urceŏla	Urceŏla elastica	Roxb
6522	d2e3754645Meyers-1905	Urceŏla	Urceŏla esculenta	Benth
6523	d2e3755531Meyers-1905	Urginĕa	Urginĕa maritima	
6524	d2e3755531Meyers-1905	Urginĕa	Scilla maritima	L
6525	d2e3758574Meyers-1905	Urtīca [1]	Urtīca urens	L
6526	d2e3758574Meyers-1905	Urtīca [1]	Urtīca cannabina	L
6527	d2e3758574Meyers-1905	Urtīca [1]	Urtīca japonica	Thunb
6528	d2e3758574Meyers-1905	Urtīca [1]	Urtīca stimulans	L
6529	d2e3758574Meyers-1905	Urtīca [1]	Urtīca crenulata	Roxb
6530	d2e3758574Meyers-1905	Urtīca [1]	Urtīca membranacea	Pair
6531	d2e3758574Meyers-1905	Urtīca [1]	Urtīca tuberosa	Roxb
6532	d2e3762355Meyers-1905	Utricularĭa	Utricularĭa vulgaris	L
6533	d2e3763638Meyers-1905	Vaccinĭum	Vaccinĭum Myrtillus	L
6534	d2e3763638Meyers-1905	Vaccinĭum	Vaccinĭum uliginosum	L
6535	d2e3763638Meyers-1905	Vaccinĭum	Vaccinĭum Vitis Idaea	L
6536	d2e3763638Meyers-1905	Vaccinĭum	Vaccinĭum Oxycoccus	L
6537	d2e3763638Meyers-1905	Vaccinĭum	Vaccinĭum macrocarpum	Ait
6538	d2e3763638Meyers-1905	Vaccinĭum	Vaccinĭum Arctostaphylos	L
6539	d2e3766421Meyers-1905	Valeriāna	Valeriāna officinalis	L
6540	d2e3766421Meyers-1905	Valeriāna	Valeriāna spica	
6541	d2e3766421Meyers-1905	Valeriāna	Nardostachys Jatamansi	DC
6542	d2e3766421Meyers-1905	Valeriāna	Valeriāna celtica	L
6543	d2e3766421Meyers-1905	Valeriāna	Valeriāna montana	L
6544	d2e3766421Meyers-1905	Valeriāna	Valeriāna Phu	
6545	d2e3766421Meyers-1905	Valeriāna	Valeriāna dioica	L
6546	d2e3766601Meyers-1905	Valerĭanella	Fedia	
6547	d2e3766601Meyers-1905	Valerĭanella	Vahl olitoria	Poll
6548	d2e3766601Meyers-1905	Valerĭanella	var. oleracea	Schl
6549	d2e3767596Meyers-1905	Vallisnerĭa	Vallisnerĭa spiralis	L
6550	d2e3767707Meyers-1905	Vallōta	Vallōta purpurea	Herb
6551	d2e3769306Meyers-1905	Vanilla	Vanilla planifolia	Andr
6552	d2e3769306Meyers-1905	Vanilla	Vanilla Pompona	Schied
6553	d2e3770096Meyers-1905	Varan	Varanus niloticus	L
6554	d2e3772643Meyers-1905	Vaterĭa L	Vaterĭa L acuminata	
6555	d2e3772643Meyers-1905	Vaterĭa L	Vaterĭa L Seychellarum	Dyer
6556	d2e3781468Meyers-1905	Verātrum	Verātrum album	L
6557	d2e3781468Meyers-1905	Verātrum	Verātrum nigrum	L
6558	d2e3782234Meyers-1905	Verbascum	Verbascum thapsiforme	Schrad
6559	d2e3782234Meyers-1905	Verbascum	Verbascum phlomoides	L
6560	d2e3782234Meyers-1905	Verbascum	Verbascum nigrum	L
6561	d2e3782234Meyers-1905	Verbascum	Verbascum sinuatum	L
6562	d2e3782234Meyers-1905	Verbascum	Verbascum phoeniceum	L
6563	d2e3782384Meyers-1905	Verbēna	Verbēna officinalis	L
6564	d2e3782384Meyers-1905	Verbēna	Verbēna chamaedrifolia	Juss
6567	d2e3782384Meyers-1905	Verbēna	Verbēna pulchella	Sws
6568	d2e3782384Meyers-1905	Verbēna	Verbēna incisa	Hook
6569	d2e3782883Meyers-1905	Verborgenrüßler	Ceutorhynchus sulcicollis	Gyllenhall
6570	d2e3782883Meyers-1905	Verborgenrüßler	Ceutorhynchus assimilis	Paykull
6571	d2e3782883Meyers-1905	Verborgenrüßler	Ceutorhynchus napi	
6572	d2e3794194Meyers-1905	Veronĭca	Veronĭca Chamaedrys	L
6573	d2e3794194Meyers-1905	Veronĭca	Veronĭca officinalis	L
6574	d2e3794194Meyers-1905	Veronĭca	Veronĭca Allionii	Vill
6575	d2e3804283Meyers-1905	Viburnum	Viburnum Lantana	L
6576	d2e3804283Meyers-1905	Viburnum	Viburnum Opulus	L
6577	d2e3804283Meyers-1905	Viburnum	Viburnum Tinus	L
6578	d2e3804672Meyers-1905	Vicĭa	Vicĭa Faba	L
6579	d2e3804672Meyers-1905	Vicĭa	Vicĭa narbonensis	L
6580	d2e3804672Meyers-1905	Vicĭa	Vicĭa sativa	L
6581	d2e3804672Meyers-1905	Vicĭa	Vicĭa villosa	
6582	d2e3804672Meyers-1905	Vicĭa	Vicĭa tetrasperma	Mnch
6583	d2e3804672Meyers-1905	Vicĭa	Ervum Ervilia	
6584	d2e3805171Meyers-1905	Victorĭa [4]	Victorĭa regia	Lindl
6585	d2e3807502Meyers-1905	Viel-Castel	Revue des	Deux-Mondes
6586	d2e3807679Meyers-1905	Vielfraß	Gulo borealis	Nilss
6587	d2e3807728Meyers-1905	Vielfuß	Julus sabulosus	L
6588	d2e3807728Meyers-1905	Vielfuß	Julus terrestris	L
6589	d2e3807728Meyers-1905	Vielfuß	Blanjulus guttulatus	Gerv
6590	d2e3810176Meyers-1905	Vigna [2]	Vigna sinensis	Endl
6591	d2e3810176Meyers-1905	Vigna [2]	Vigna Catiang	Endl
6592	d2e3810176Meyers-1905	Vigna [2]	Vigna nilotica	Hook. fil
6594	d2e3813956Meyers-1905	Vinca	Vinca rosea	L
6595	d2e3815454Meyers-1905	Viŏla	Viŏla odorata	
6596	d2e3815454Meyers-1905	Viŏla	Viŏla tricolor	L
6597	d2e3815454Meyers-1905	Viŏla	Viŏla altaica	Pall
6598	d2e3815454Meyers-1905	Viŏla	Viŏla lutea	
6599	d2e3815454Meyers-1905	Viŏla	Viŏla cornuta	L
6600	d2e3815454Meyers-1905	Viŏla	Viŏla cornuta	L
6601	d2e3817758Meyers-1905	Viscacha	Lagostomus	Brookes
6602	d2e3817758Meyers-1905	Viscacha	Lagostomus trichodactylus	Brookes
6603	d2e3817791Meyers-1905	Viscarĭa	Viscarĭa viscosa	Aschers
6604	d2e3817791Meyers-1905	Viscarĭa	Lychnis viscaria	L
6605	d2e3817791Meyers-1905	Viscarĭa	Viscarĭa alpina	Feies
6606	d2e3818371Meyers-1905	Viscum	Viscum album	L
6607	d2e3820155Meyers-1905	Vitex	Vitex agnus castus	L
6608	d2e3820155Meyers-1905	Vitex	Vitex altissima	L. fil
6609	d2e3820155Meyers-1905	Vitex	Vitex littoralis	A. Cum
6610	d2e3820155Meyers-1905	Vitex	Vitex geniculata	Blanco
6611	d2e3822490Meyers-1905	Voandzeia	Voandzeia subterranea	Thouars
6612	d2e3824279Meyers-1905	Vogelspinne	Mygale avicularia	L
6613	d2e3824279Meyers-1905	Vogelspinne	Mygale Blondii	Latr
6614	d2e3824439Meyers-1905	Vogēsen	Viola grandiflora	Villars
6615	d2e3831977Meyers-1905	Volvox	Volvox globater	Ehr
6616	d2e3831977Meyers-1905	Volvox	Volvox aureus	Ehr
6617	d2e3831977Meyers-1905	Volvox	Volvox aureus	Ehr
6618	d2e3837727Meyers-1905	Vriesĕa	Vriesĕa speciosa	Hock
6619	d2e3837727Meyers-1905	Vriesĕa	Vriesĕa regina	Beer
6620	d2e3839955Meyers-1905	Wacholder	Oxycedrus	Endl
6621	d2e3839955Meyers-1905	Wacholder	communis	L
6622	d2e3839955Meyers-1905	Wacholder	Juniperus nana	Willd
6623	d2e3839955Meyers-1905	Wacholder	Juniperus oxycedrus	L
6624	d2e3839955Meyers-1905	Wacholder	Juniperus bermudiana	L
6625	d2e3839955Meyers-1905	Wacholder	Sabina	Endl
6626	d2e3839955Meyers-1905	Wacholder	Juniperus Sabina	L
6627	d2e3839955Meyers-1905	Wacholder	Juniperus phoenicea	L
6628	d2e3839955Meyers-1905	Wacholder	Juniperus excelsa	Bieb
6629	d2e3839955Meyers-1905	Wacholder	Juniperus religiosa	L
6630	d2e3839955Meyers-1905	Wacholder	Juniperus virginiana	L
6631	d2e3841303Meyers-1905	Wachtel [1]	Coturnix coturnix	L
6632	d2e3842960Meyers-1905	Waffenfliegen	Stratiomys chamaeleon	L
6633	d2e3851631Meyers-1905	Waldverderber	Agaricus [Armillaria] melleus	L
6634	d2e3851631Meyers-1905	Waldverderber	Trametes pini	Fr
6635	d2e3851631Meyers-1905	Waldverderber	Trametes radiciperda	R. Hrtg
6636	d2e3851631Meyers-1905	Waldverderber	Polyporus annosus	Fr
6637	d2e3851631Meyers-1905	Waldverderber	Peridermium pini	Willd
6638	d2e3851631Meyers-1905	Waldverderber	Caeoma pinitorquum	A. Br
6639	d2e3851631Meyers-1905	Waldverderber	Caeoma laricis	R. Hrtg
6640	d2e3851631Meyers-1905	Waldverderber	Peziza Willkommii	R. Hrtg
6641	d2e3851631Meyers-1905	Waldverderber	Hysterium (Lophodermium) macrosporum	R. Hrtg
6642	d2e3851631Meyers-1905	Waldverderber	Hysterium (Lophodermium) nervisequium	
6643	d2e3851631Meyers-1905	Waldverderber	Melampsora Hartigii	Thüm
6644	d2e3852504Meyers-1905	Walfisch [2]	Balaena mysticetus	Cur
6645	d2e3854632Meyers-1905	Wallnister	Talegalla Lathami	
6646	d2e3854632Meyers-1905	Wallnister	Megapodius Duperreyi	Less
6647	d2e3854632Meyers-1905	Wallnister	M. Freycinetti	Stud
6648	d2e3854632Meyers-1905	Wallnister	Megacephalon maleo	Temm
6649	d2e3855235Meyers-1905	Walnußbaum	Jovis glans regia	L
6650	d2e3855235Meyers-1905	Walnußbaum	Juglans nigra	L
6651	d2e3855235Meyers-1905	Walnußbaum	Juglans cinerea	L
6652	d2e3855595Meyers-1905	Walroß	Trichechidae rosmarus	L
6653	d2e3856836Meyers-1905	Walzenspinne	Solpuga araneoides	Pall
6654	d2e3857332Meyers-1905	Wandālen	Histoire des	Wandalesen Afrique
6655	d2e3859174Meyers-1905	Wanzen	Notonecta glauca	L
6656	d2e3859174Meyers-1905	Wanzen	Halobates	Esch
6657	d2e3859174Meyers-1905	Wanzen	Reduvini	Burm
6658	d2e3859174Meyers-1905	Wanzen	Reduvius personatus	L
6659	d2e3859174Meyers-1905	Wanzen	Tingis af finis	L
6660	d2e3859174Meyers-1905	Wanzen	Aradus corticalis	L
6661	d2e3859174Meyers-1905	Wanzen	Cimex lectularius	L
6662	d2e3859174Meyers-1905	Wanzen	Phytocoris bipunctatus	F
6663	d2e3859174Meyers-1905	Wanzen	P. pratensis	
6664	d2e3859174Meyers-1905	Wanzen	P. nasatus	F
6665	d2e3859174Meyers-1905	Wanzen	Pyrrhocoris apterus	L
6666	d2e3859174Meyers-1905	Wanzen	Xylocoris domestica	Schll
6667	d2e3859174Meyers-1905	Wanzen	Coreodes	Burm
6668	d2e3859174Meyers-1905	Wanzen	Scutati	Burm
6669	d2e3859174Meyers-1905	Wanzen	Pentatoma oleracea	L
6670	d2e3859174Meyers-1905	Wanzen	P. rufipes	
6671	d2e3859174Meyers-1905	Wanzen	P. baccarum	L
6672	d2e3859174Meyers-1905	Wanzen	Acanthosoma dentatum	Dey
6673	d2e3859174Meyers-1905	Wanzen	Aelia acuminata	L
6675	d2e3864563Meyers-1905	Warzenschwein	Aeliani	Rüpp
6676	d2e3864563Meyers-1905	Warzenschwein	Phacochoerus aethiopicus	Pall
6677	d2e3864563Meyers-1905	Warzenschwein	Pall Pallasii	
6678	d2e3864833Meyers-1905	Waschbär	Procyonidae lotor	L
6679	d2e3867020Meyers-1905	Wasserfloh	Daphnia pulex	Straus
6680	d2e3867020Meyers-1905	Wasserfloh	Daphnia Schaefferi	Baird
6681	d2e3867681Meyers-1905	Wasserhuhn	Fulica atra	L
6682	d2e3867681Meyers-1905	Wasserhuhn	Gallinula chloropus	L
6683	d2e3867801Meyers-1905	Wasserjungfern	Lestes [Agrion] puella	L
6684	d2e3867801Meyers-1905	Wasserjungfern	L sponsa	L
6685	d2e3867801Meyers-1905	Wasserjungfern	Aeschna grandis	L
6686	d2e3867801Meyers-1905	Wasserjungfern	Libellula depressa	L
6687	d2e3867801Meyers-1905	Wasserjungfern	L quadrimaculata	L
6688	d2e3867897Meyers-1905	Wasserkäfer	Dyticus marginalis	L
6689	d2e3867897Meyers-1905	Wasserkäfer	Hydroporus elegans	Fabr
6690	d2e3867897Meyers-1905	Wasserkäfer	Cnemidotus caesus	Er
6691	d2e3867897Meyers-1905	Wasserkäfer	Hydrophilus piceus	L
6692	d2e3867979Meyers-1905	Wasserkalb	aquaticus	L
6693	d2e3868571Meyers-1905	Wasserläufer	Totanus glareola	L
6694	d2e3871022Meyers-1905	Wasserschwalbe	Hydrochelidon nigra	L
6695	d2e3871553Meyers-1905	Wasserstar	Cinclus merula	J. C. Schäff
6696	d2e3876278Meyers-1905	Webervögel	Spermestinae	Cab
6697	d2e3876278Meyers-1905	Webervögel	Viduanae	Cab
6698	d2e3876278Meyers-1905	Webervögel	Ploceïnae	Cab
6699	d2e3876278Meyers-1905	Webervögel	Textor	Temm
6700	d2e3876278Meyers-1905	Webervögel	Temm erythrorhynchus	Sm
6701	d2e3876278Meyers-1905	Webervögel	T. alecto	Temm
6702	d2e3876278Meyers-1905	Webervögel	Temm Dinamelli	Horsf
6703	d2e3876278Meyers-1905	Webervögel	Hyphantornis	
6704	d2e3876278Meyers-1905	Webervögel	H. abyssinicus	Gm
6705	d2e3876278Meyers-1905	Webervögel	H. galbula	Rüpp
6706	d2e3876278Meyers-1905	Webervögel	H. textor	Gm
6707	d2e3876278Meyers-1905	Webervögel	Ploceus	Cuv
6708	d2e3876278Meyers-1905	Webervögel	Ploceïdae Baya	Blyth
6709	d2e3876278Meyers-1905	Webervögel	Ploceïdae sanguinirostris	L
6710	d2e3876278Meyers-1905	Webervögel	Euplectes	Sws
6711	d2e3876278Meyers-1905	Webervögel	E. franciscana	Isert
6712	d2e3880426Meyers-1905	Wegschnecke	Arion empiricorum	Fér
6713	d2e3882918Meyers-1905	Weide [2]	Salix pentandra	L
6714	d2e3882918Meyers-1905	Weide [2]	Salix fragilis	L
6715	d2e3882918Meyers-1905	Weide [2]	Salix alba	L
6716	d2e3882918Meyers-1905	Weide [2]	Salix vitellina	L
6717	d2e3882918Meyers-1905	Weide [2]	Mönch	, 
6718	d2e3882918Meyers-1905	Weide [2]	Salix babylonica	L
6719	d2e3882918Meyers-1905	Weide [2]	Salix amygdalina	L
6720	d2e3882918Meyers-1905	Weide [2]	Salix reticulata	L
6721	d2e3882918Meyers-1905	Weide [2]	Salix herbacea	L
6722	d2e3882918Meyers-1905	Weide [2]	Salix polaris	Wahlenberg
6723	d2e3882918Meyers-1905	Weide [2]	Salix retusa	L
6724	d2e3882918Meyers-1905	Weide [2]	Salix glauca	L
6725	d2e3882918Meyers-1905	Weide [2]	Salix Lapponum	L
6726	d2e3882918Meyers-1905	Weide [2]	Salix bicolor	Ehr
6727	d2e3882918Meyers-1905	Weide [2]	Salix laurina	Sm
6728	d2e3882918Meyers-1905	Weide [2]	Sm daphnoides	Vill
6729	d2e3882918Meyers-1905	Weide [2]	Salix cinerea	
6730	d2e3882918Meyers-1905	Weide [2]	Salix acutifolia	Willd
6731	d2e3882918Meyers-1905	Weide [2]	Salix pruinosa	
6732	d2e3882918Meyers-1905	Weide [2]	Salix viminalis	L
6733	d2e3882918Meyers-1905	Weide [2]	Salix caprea	L
6734	d2e3882918Meyers-1905	Weide [2]	Salix cinerea	L
6735	d2e3882918Meyers-1905	Weide [2]	Salix repens	L
6736	d2e3882918Meyers-1905	Weide [2]	Salix purpurea	L
6737	d2e3882918Meyers-1905	Weide [2]	Salix Helix	L
6738	d2e3883640Meyers-1905	Weidenbohrer	Cossus ligniperda	Fab
6739	d2e3884508Meyers-1905	Weigelĭa	Weigelĭa rosea	Lindl
6740	d2e3884508Meyers-1905	Weigelĭa	Diervilla florida	S
6741	d2e3884508Meyers-1905	Weigelĭa	Weigelĭa amabilis	Carr
6742	d2e3884508Meyers-1905	Weigelĭa	D. grandiflora	S
6743	d2e3884747Meyers-1905	Weihen [2]	Milvus Korschun	Gm
6744	d2e3884747Meyers-1905	Weihen [2]	Milvinae migrans	
6745	d2e3884747Meyers-1905	Weihen [2]	Milvinae milvus	L
6746	d2e3884747Meyers-1905	Weihen [2]	Milvinae ictinus	
6747	d2e3884747Meyers-1905	Weihen [2]	Pernis apivorus	L
6748	d2e3886439Meyers-1905	Weingaertnerĭa	Corynephorus	Beauv
6749	d2e3886439Meyers-1905	Weingaertnerĭa	Weingaertnerĭa canescens	Beauv
6750	d2e3887565Meyers-1905	Weinstock	Vitis vinifera	L
6751	d2e3887565Meyers-1905	Weinstock	Vitis labrusca	L
6752	d2e3887565Meyers-1905	Weinstock	Vitis aestivalis	Mchx
6753	d2e3887565Meyers-1905	Weinstock	Vitis cordifolia	Mchx
6754	d2e3887565Meyers-1905	Weinstock	Vitis rotundifolia	Mchx
6755	d2e3887565Meyers-1905	Weinstock	Vitis vulpina	
6756	d2e3887565Meyers-1905	Weinstock	Vitis riparia	Mich
6757	d2e3887565Meyers-1905	Weinstock	Vitis odoratissima	Don
6758	d2e3890094Meyers-1905	Weißfisch [2]	Alburnus lucidus	Heck
6759	d2e3890094Meyers-1905	Weißfisch [2]	Alburnus bipunctatus	L
6760	d2e3890094Meyers-1905	Weißfisch [2]	Alburnus mento	Ag
6761	d2e3890637Meyers-1905	Weißling	Pieridae crataegi	L
6762	d2e3890637Meyers-1905	Weißling	Piëris brassicae	L
6763	d2e3890637Meyers-1905	Weißling	Piëris rapae	L
6764	d2e3890637Meyers-1905	Weißling	Piëris napi	L
6765	d2e3890637Meyers-1905	Weißling	Piëris cardamines	L
6766	d2e3890637Meyers-1905	Weißling	Gonopteryx rhamni	L
6767	d2e3890637Meyers-1905	Weißling	Colias Myrmidone	Boisd
6768	d2e3891727Meyers-1905	Weizen	Triticum monococcum	L
6769	d2e3891727Meyers-1905	Weizen	T. sativum	Lam
6770	d2e3891727Meyers-1905	Weizen	T. polonicum	L
6771	d2e3891727Meyers-1905	Weizen	T. dicoccum var. dicoccoides	Körn
6772	d2e3894100Meyers-1905	Wellhornschnecke	Buccinum undatum	L
6773	d2e3894630Meyers-1905	Wels [1]	Silurus glanis	L
6774	d2e3896478Meyers-1905	Welwitschĭa mirabĭlis	Tumboa Bainesii	Hook
6775	d2e3896760Meyers-1905	Wendehals	Iynx torquilla	L
6776	d2e3896911Meyers-1905	Wendeltreppe [2]	Scalaria pretiosa	Lam
6777	d2e3896911Meyers-1905	Wendeltreppe [2]	Scalaria communis	Lam
6778	d2e3901735Meyers-1905	Wespen	Odynerus parietum	L
6779	d2e3901735Meyers-1905	Wespen	Vespa	L
6780	d2e3901735Meyers-1905	Wespen	Vespariae crabro	L
6781	d2e3901735Meyers-1905	Wespen	Vespariae germanica	Fabr
6782	d2e3901735Meyers-1905	Wespen	Vespariae vulgaris	L
6783	d2e3901735Meyers-1905	Wespen	Polistes gallica	L
6786	d2e3909836Meyers-1905	Wickler	Tortrix [Carpocapsa] pomonana	L
6788	d2e3909836Meyers-1905	Wickler	funebrana	Tr
6789	d2e3909836Meyers-1905	Wickler	Tr Pilleriana	H
6791	d2e3909836Meyers-1905	Wickler	Tortricidae botrana	Wiener Verz
6792	d2e3909836Meyers-1905	Wickler	Tortricidae bergmanniana	L
6793	d2e3909836Meyers-1905	Wickler	Tortricidae (Teras) Forskaleana	L
6794	d2e3909836Meyers-1905	Wickler	Tortricidae viridana	H
6796	d2e3909836Meyers-1905	Wickler	resinella	L
6798	d2e3909836Meyers-1905	Wickler	Grapholitha dorsana	Fabr
6799	d2e3909836Meyers-1905	Wickler	G. nebritana	Fabr
6800	d2e3910367Meyers-1905	Widderchen	Zygaena	Fabr
6801	d2e3911522Meyers-1905	Wiedehopf	Upupa epops	L
6803	d2e3915022Meyers-1905	Wiesel	Putorius	Cuv
6804	d2e3915022Meyers-1905	Wiesel	Putorius Ermineus	Ow
6805	d2e3915753Meyers-1905	Wiesenschmätzer	Pratincola rubetra	L
6806	d2e3915753Meyers-1905	Wiesenschmätzer	Pratincola rubicola	
6807	d2e3927801Meyers-1905	Winterāna	Canella	Murr
6808	d2e3927801Meyers-1905	Winterāna	Winterāna Canella	L
6809	d2e3927801Meyers-1905	Winterāna	Canella alba	Murr
6810	d2e3931632Meyers-1905	Wisent	Bos	L
6811	d2e3931632Meyers-1905	Wisent	Bison europaeus	Ow
6812	d2e3931632Meyers-1905	Wisent	Bison americanus	Gm
6813	d2e3934424Meyers-1905	Witwenvögel	Vidua paradisea	L
6814	d2e3934424Meyers-1905	Witwenvögel	Viduanae principalis	L
6815	d2e3934424Meyers-1905	Witwenvögel	Penthetria progne	Bodd
6816	d2e3934424Meyers-1905	Witwenvögel	Tetranura regia	L
6817	d2e3940571Meyers-1905	Wollaffe	Lagothrix Humboldtii	Geoffr
6818	d2e3942475Meyers-1905	Wombat	Ph. ursinus	L
6819	d2e3942475Meyers-1905	Wombat	Ph. Wombat	
6822	d2e3946131Meyers-1905	Wühlmaus	Arvicolidae [Hypudaeus] glareolus	Wagn
6823	d2e3946131Meyers-1905	Wühlmaus	Arvicola [Hypudaeus] alpina	Wag
6825	d2e3946131Meyers-1905	Wühlmaus	Agricola	] 
6826	d2e3946131Meyers-1905	Wühlmaus	agrestis	Selys
6827	d2e3946131Meyers-1905	Wühlmaus	Arvicola arvalis	Selys
6828	d2e3949086Meyers-1905	Würger [2]	Lanius excubitor	L
6829	d2e3949086Meyers-1905	Würger [2]	L minor	Gm
6830	d2e3949086Meyers-1905	Würger [2]	Lanius collurio	L
6831	d2e3949086Meyers-1905	Würger [2]	A. senator	L
6832	d2e3949765Meyers-1905	Wurmmoos	Alsidium Helminthochorton	Ag
6833	d2e3952086Meyers-1905	Wurzelbohrer	Hepialus humuli	L
6834	d2e3952086Meyers-1905	Wurzelbohrer	Hepialus lupulinus	L
6835	d2e3954912Meyers-1905	Xanthĭum	Xanthĭum strumarium	L
6836	d2e3955165Meyers-1905	Xanthorrhoea	Xanthorrhoea hastile	R. Br
6837	d2e3955165Meyers-1905	Xanthorrhoea	Xanthorrhoea arboreum	R. Br
6838	d2e3955323Meyers-1905	Xanthoxўlon	Xanthoxўlon caribaeum	Lam
6839	d2e3955323Meyers-1905	Xanthoxўlon	Xanthoxўlon emarginatum	Sw
6840	d2e3955323Meyers-1905	Xanthoxўlon	Xanthoxўlon americanum	Mill
